Energy;Tempo en  BPM;Danceability;Playlist_genre2;Valence;Track_artist;Track_popularity;Playlist_name;Track_name;Track_album_release_date;Mode;Key;Duration_minutes;Acousticness;Playlist_subgenre2
94%;168;32%;Rock;54%;Beastie Boys;71;Rock Classics;Sabotage;23/05/94;0;6;3;3%;Classic
81%;126;56%;Rock;64%;Bryan Adams;71;80s Rock Anthems;Run To You;05/11/84;1;4;4;1%;80S
35%;870;67%;Rock;45%;Crumb;71;Feel Good Indie Rock;Ghostride;14/06/19;1;2;2;52%;Feel-Good
81%;127;69%;Rock;69%;Duran Duran;71;80s Rock Anthems;Hungry Like the Wolf - 2009 Remaster;10/05/82;1;0;4;4%;80S
91%;159;29%;Rock;67%;Iron Maiden;71;80s Rock Anthems;The Trooper - 2015 Remaster;05/06/05;0;4;4;3%;80S
67%;129;62%;Rock;78%;Lenny Kravitz;71;Rock Classics;Are You Gonna Go My Way;09/03/93;0;11;4;0%;Classic
64%;804;51%;Rock;18%;Linkin Park;71;Alternative Rock;Leave Out All The Rest;14/05/07;1;0;3;21%;Alternative
87%;164;28%;Rock;28%;Paramore;71;Alternative Rock;Decode;04/11/08;0;10;4;0%;Alternative
37%;127;47%;Rock;17%;Pink Floyd;71;Rock Classics;Comfortably Numb;30/11/79;0;11;6;15%;Classic
53%;109;93%;Rock;76%;Queen;71;Rock Classics;Another One Bites The Dust - Remastered 2011;27/06/80;0;5;4;12%;Classic
53%;109;93%;Rock;76%;Queen;71;80s Rock Anthems;Another One Bites The Dust - Remastered 2011;27/06/80;0;5;4;12%;80S
94%;979;51%;Rock;50%;Tears For Fears;71;80s Rock Anthems;Shout;25/02/85;1;0;7;17%;80S
87%;129;80%;Rock;87%;The Clash;71;80s Rock Anthems;Rock the Casbah - Remastered;04/06/05;0;9;4;29%;80S
80%;105;60%;Rock;75%;The Rasmus;71;Alternative Rock;In the Shadows;24/03/03;1;2;4;0%;Alternative
93%;190;40%;Rock;73%;The Smiths;71;80s Rock Anthems;How Soon Is Now? - 2011 Remaster;06/06/05;1;11;7;0%;80S
81%;147;67%;Rock;73%;Billy Idol;70;Rock Classics;White Wedding - Pt. 1;01/01/82;1;9;4;1%;Classic
94%;146;27%;Rock;61%;Bruce Springsteen;70;Rock Classics;Born to Run;25/08/75;1;4;4;1%;Classic
96%;117;57%;Rock;98%;Bruce Springsteen;70;80s Rock Anthems;Glory Days;04/06/84;1;9;4;5%;80S
96%;131;47%;Rock;37%;Journey;70;80s Rock Anthems;Separate Ways (Worlds Apart) [2023 Remaster];01/02/83;0;4;5;14%;80S
64%;769;60%;Rock;39%;Juanes;70;Spanish Rock Classics;Nada Valgo Sin Tu Amor;01/01/04;1;0;3;16%;Spanish
81%;117;49%;Rock;38%;Linkin Park;70;Alternative Rock;New Divide;12/06/09;0;5;4;0%;Alternative
45%;121;66%;Rock;52%;Los Enanitos Verdes;70;Spanish Rock Classics;Luz De Dia;01/01/99;1;0;4;48%;Spanish
83%;105;54%;Rock;56%;Metallica;70;Rock Classics;Master of Puppets (Remastered);03/03/86;0;4;9;0%;Classic
58%;127;74%;Rock;94%;Pat Benatar;70;Rock Classics;Hit Me With Your Best Shot;05/08/80;1;4;3;12%;Classic
58%;127;74%;Rock;94%;Pat Benatar;70;80s Rock Anthems;Hit Me With Your Best Shot;05/08/80;1;4;3;12%;80S
78%;123;65%;Rock;67%;Reik;70;Spanish Rock Classics;Inolvidable;30/06/05;1;7;4;1%;Spanish
35%;124;49%;Rock;62%;Santana;70;Rock Classics;Black Magic Woman - Single Version;01/07/94;0;2;3;68%;Classic
65%;173;27%;Rock;10%;STARSET;70;Alternative Rock;My Demons;06/07/05;0;5;5;1%;Alternative
80%;133;65%;Rock;78%;The Clash;70;Rock Classics;London Calling - Remastered;01/06/05;1;0;3;12%;Classic
72%;103;55%;Rock;72%;The Doors;70;Rock Classics;Riders on the Storm;19/04/71;0;11;7;25%;Classic
71%;808;45%;Rock;77%;Thin Lizzy;70;Rock Classics;The Boys Are Back In Town;29/05/05;1;8;4;23%;Classic
81%;820;42%;Rock;42%;beabadoobee;69;Rock This;Beaches;09/08/24;1;10;4;2%;Modern
61%;853;65%;Rock;79%;Beck;69;Rock Classics;Loser;01/03/94;1;2;4;3%;Classic
83%;142;55%;Rock;77%;Blondie;69;80s Rock Anthems;Call Me;01/01/04;0;2;4;0%;80S
76%;124;79%;Rock;92%;Cafie Tacvba;69;Spanish Rock Classics;Como te extra√±o mi amor;18/06/05;1;9;4;8%;Spanish
76%;148;37%;Rock;34%;Danzig;69;80s Rock Anthems;Mother;01/01/88;0;11;3;1%;80S
85%;107;66%;Rock;66%;Def Leppard;69;80s Rock Anthems;Hysteria;03/08/87;1;7;6;3%;80S
86%;980;51%;Rock;36%;Fontaines D.C.;69;Rock This;Starburster;23/08/24;1;10;4;7%;Modern
74%;125;79%;Rock;97%;John Mellencamp;69;80s Rock Anthems;Hurts So Good;04/06/05;1;9;4;4%;80S
86%;813;44%;Rock;75%;Led Zeppelin;69;Rock Classics;Black Dog - Remaster;08/11/71;0;4;5;40%;Classic
43%;119;75%;Rock;30%;Midnight Oil;69;80s Rock Anthems;Beds Are Burning - Remastered;02/10/87;1;0;4;1%;80S
58%;170;51%;Rock;69%;Queens of the Stone Age;69;Rock Classics;No One Knows;01/01/02;1;0;5;4%;Classic
58%;170;51%;Rock;69%;Queens of the Stone Age;69;Alternative Rock;No One Knows;01/01/02;1;0;5;4%;Alternative
80%;111;59%;Rock;66%;Stevie Nicks;69;80s Rock Anthems;Edge of Seventeen - 2016 Remaster;27/07/81;1;0;5;33%;80S
58%;127;62%;Rock;69%;The Cars;69;Rock Classics;Just What I Needed;06/06/78;1;4;4;2%;Classic
91%;117;58%;Rock;84%;The Doobie Brothers;69;Rock Classics;Long Train Runnin';26/05/05;0;7;3;9%;Classic
70%;147;59%;Rock;90%;The Knack;69;Rock Classics;My Sharona;01/01/79;1;0;5;6%;Classic
51%;140;80%;Rock;52%;The Police;69;80s Rock Anthems;Don't Stand So Close To Me;03/10/80;1;2;4;5%;80S
52%;106;54%;Rock;68%;The Strokes;69;Feel Good Indie Rock;Someday;30/07/01;1;9;3;0%;Feel-Good
74%;103;66%;Rock;74%;Tina Turner;69;Rock Classics;The Best;13/09/89;1;0;5;11%;Classic
54%;121;82%;Rock;83%;Vansire;69;Feel Good Indie Rock;Metamodernity;11/06/19;1;5;3;39%;Feel-Good
66%;150;62%;Rock;29%;alt-J;68;Feel Good Indie Rock;Breezeblocks;18/09/12;1;5;4;10%;Feel-Good
86%;133;50%;Rock;42%;Beastie Boys;68;80s Rock Anthems;Fight For Your Right;15/11/86;1;8;3;1%;80S
65%;895;55%;Rock;59%;Candlebox;68;Alternative Rock;Far Behind;16/07/93;1;7;5;0%;Alternative
76%;109;67%;Rock;88%;Eagles;68;Rock Classics;Life in the Fast Lane - 2013 Remaster;08/12/76;1;9;5;10%;Classic
49%;119;56%;Rock;24%;Green Day;68;Alternative Rock;Last Night on Earth;15/05/09;1;2;4;4%;Alternative
85%;125;37%;Rock;35%;Heroes Del Silencio;68;Spanish Rock Classics;Maldito duende;12/06/05;0;4;4;9%;Spanish
63%;112;78%;Rock;91%;Hombres G;68;Spanish Rock Classics;Te quiero;18/06/05;1;2;4;5%;Spanish
66%;106;65%;Rock;53%;Jaguares;68;Spanish Rock Classics;Te Lo Pido por Favor;22/10/02;1;2;3;12%;Spanish
36%;145;72%;Rock;74%;Jarabe De Palo;68;Spanish Rock Classics;Agua;20/06/05;1;5;4;74%;Spanish
72%;840;49%;Rock;64%;Juanes, Nelly Furtado;68;Spanish Rock Classics;Fotografia;01/01/02;1;7;4;29%;Spanish
60%;129;52%;Rock;24%;Mi•neskin;68;Alternative Rock;THE LONELIEST;07/10/22;1;2;4;0%;Alternative
50%;134;78%;Rock;96%;Mk.gee;68;Feel Good Indie Rock;ROCKMAN;18/10/24;1;3;3;66%;Feel-Good
63%;140;53%;Rock;29%;Poison;68;80s Rock Anthems;Every Rose Has Its Thorn - 2003 Remaster;21/03/88;1;6;4;16%;80S
95%;138;45%;Rock;65%;Van Halen;68;Rock Classics;You Really Got Me - 2015 Remaster;10/02/78;0;1;3;2%;Classic
90%;132;56%;Rock;79%;Yeah Yeah Yeahs;68;Indie Rock Roadtrip;Heads Will Roll;01/01/09;0;8;4;0%;Indie
60%;159;56%;Soul;24%;Teddy Swims;81;Soul Coffee;Lose Control;23/06/23;1;9;4;20%;Classic
47%;152;59%;Soul;45%;Daniel Caesar;70;Soul Coffee;Let Me Go;07/04/23;0;7;4;69%;Classic
33%;900;71%;Turkish;18%;Semicenk;75;Turkish Pop;Onlar Anlamaz Halden;09/08/24;0;0;3;19%;Pop
73%;980;63%;Turkish;43%;Semicenk;75;Turkish Pop;Ge√ßiyor Zaman;09/08/24;0;7;3;43%;Pop
91%;108;73%;Turkish;84%;Simge;74;Turkish Pop;√ñn√ºm√ºz Yaz;21/06/24;1;7;3;8%;Pop
61%;950;83%;Turkish;88%;Semicenk, Doƒüu Swag;72;Turkish Pop;K√ºle D√∂nm√º≈üs√ºn;14/06/24;0;8;2;68%;Pop
66%;120;69%;Turkish;56%;Semicenk;70;Turkish Pop;Kader Saƒü Olsun;09/08/24;0;7;3;70%;Pop
62%;204;41%;Turkish;57%;Zeynep Bastƒ±k;69;Turkish Pop;Lan;08/03/24;0;3;3;50%;Pop
32%;110;68%;World;42%;Ji≥sean Log;77;Tuvan Throat Singing;Chachach√°;14/10/16;1;5;4;79%;Throat Singing
50%;939;80%;World;80%;Los iÅngeles Azules, Natalia Lafourcade;71;Tuvan Throat Singing;Nunca Es Suficiente;08/06/18;0;2;4;39%;Throat Singing
65%;850;71%;World;43%;Bad Bunny;70;Tuvan Throat Singing;Me Fui de Vacaciones;06/05/22;1;10;3;23%;Throat Singing
59%;799;68%;World;88%;Calle 13;69;Tuvan Throat Singing;Muerte En Hawaii;22/11/10;1;3;3;79%;Throat Singing
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
